entry_id	source	part_of_speech	level	ukrainian	status	provenance
ox5000-2f6ac118ca4cecab6315	rebel	noun	C1	повстанець	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-733394b847c11155a769	rebellion	noun	C1	повстання	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b511afcdef6aaf02980d	rebuild	verb	B2	відбудовувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-82e5e823e0220b1f8d8d	receiver	noun	B2	приймач; одержувач	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-58cf60dcbb0b202c2d54	recession	noun	B2	рецесія	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-509759e82384ed740f3c	recipient	noun	C1	одержувач	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-378f3b22f72b712307df	reckon	verb	B2	вважати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-6e280ae2dd1681720f95	recognition	noun	B2	визнання	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ddae4d5e51503e1a8ffd	reconstruction	noun	C1	реконструкція	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-948b85bbe7732bc16534	recount	verb	C1	переказувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8f636332013cc3a777c9	recovery	noun	B2	відновлення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-2fed7b0a384991dc97d4	recruit	noun	B2	новобранець	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-585e02d27fde1a6416d9	recruit	verb	B2	набирати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-07b39c7d2b02aa9f8e69	recruitment	noun	B2	набір; рекрутинг	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-9d471a0aecbe7bc0ce6c	referee	noun	B2	суддя	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-cb92c41178d16df358d5	referendum	noun	C1	референдум	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-bd41821d02479eb199aa	reflection	noun	C1	відображення; роздуми	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1d95ed508bd14265061f	reform	noun	C1	реформа	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-be774d750b11aad42701	reform	verb	C1	реформувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-57fa865cd40bc14f9f2e	refuge	noun	C1	притулок	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1f874af05695c3e7245e	refugee	noun	B2	біженець	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d7e008335aeb580b9f87	refusal	noun	C1	відмова	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-dbd50724500be7d1c07d	regain	verb	C1	повернути; відновити	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-483abc4f09223bd18c48	regardless	adverb	C1	незалежно	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-770cb1cb41ee7278607c	regime	noun	C1	режим	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b7ec0bd40a2fc11dfaa3	registration	noun	B2	реєстрація	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5d112ff6a8457bb4ac57	regulate	verb	B2	регулювати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-3f70ec0b50c6082d68cd	regulator	noun	C1	регулятор	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-89fc68aa89e0ce017d46	regulatory	adjective	C1	регуляторний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ddf683838d0c717cdaa6	rehabilitation	noun	C1	реабілітація	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-c75dbfcf2cdc43a6bffd	reign	noun	C1	правління	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-7d47951ec14eb266e85b	reign	verb	C1	правити	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-cc2967651d71a7068ca8	reinforce	verb	B2	посилювати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-cb8f971d89616d8fc057	rejection	noun	C1	відмова; відхилення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-647655f1ee5e1d3ecef4	relevance	noun	C1	актуальність; доречність	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f803ff8677e60cca35f4	reliability	noun	C1	надійність	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-302058e7a3d7857fa595	relieve	verb	B2	полегшувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b992f758262a990feb46	relieved	adjective	B2	полегшений	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-30e4fdf929282bee2e41	reluctant	adjective	C1	неохочий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ad3d9b9fbe9bfc9922d4	remainder	noun	C1	залишок	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-eaf9c9c29dc9134fdc06	remains	noun	C1	рештки	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-c5cf348853a28d5a4697	remarkable	adjective	B2	визначний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-7d9c7f501d331eeb13b1	remarkably	adverb	B2	надзвичайно; помітно	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-7a422dddafa973b3ef5b	remedy	noun	C1	засіб; ліки	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-2d10dd4cc44f2dc69524	reminder	noun	C1	нагадування	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b3b931657b2f20d42654	removal	noun	C1	видалення; усунення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-72494ae94d9b371b61d7	render	verb	C1	робити; надавати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-eb3cacd1e12c5acc5328	renew	verb	C1	поновлювати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-de598a185376641994a0	renowned	adjective	C1	відомий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-c38154f0b0dc7bc68cca	rental	noun	C1	оренда	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-51727a0baf0fdc68ff9c	replacement	noun	C1	заміна	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-807618fb1ab06afab56f	reportedly	adverb	C1	за повідомленнями	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d551fb505cb60befe61d	reporting	noun	B2	звітність; репортаж	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-26aafd547d2b978fab33	representation	noun	C1	представництво; зображення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-c3bb081811e8ea86c41e	reproduce	verb	C1	відтворювати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-6cefb270b02e3e99fea6	reproduction	noun	C1	відтворення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-471ca43ce42bd1eee79a	republic	noun	C1	республіка	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-e479fa4b3f34648974c8	resemble	verb	C1	бути схожим	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-3e450a4dbd3782654ccb	reside	verb	C1	проживати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-dc3467fb5f0849fdcdc4	residence	noun	C1	місце проживання	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-512b88682f546a2c0938	residential	adjective	C1	житловий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-68db8de8e4fc890ab09c	residue	noun	C1	залишок	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-20a1f65811686513d9f4	resign	verb	B2	звільнятися	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ec47378a07e16683b704	resignation	noun	C1	відставка	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1ab91c8bb657fca97c46	resistance	noun	C1	опір	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-41515350cf5b0dac18c0	resolution	noun	B2	рішення; резолюція	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0025be25ef16855099a4	respective	adjective	C1	відповідний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-9728d53a61a5aee10a0f	respectively	adverb	C1	відповідно	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-50e11205519ecec5b407	restoration	noun	C1	відновлення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5d20149d99ee9637e163	restore	verb	B2	відновлювати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0670fb24df06e519b69b	restraint	noun	C1	стриманість; обмеження	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-91db5baf228ad1faa80b	restrict	verb	B2	обмежувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-dfcb6fb371da1f235512	restriction	noun	B2	обмеження	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-889a381eef3e62e7724c	resume	verb	C1	відновлювати; продовжувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4624f0a076289b652979	retail	noun	B2	роздрібна торгівля	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-696955c5f883270a9d0c	retirement	noun	B2	вихід на пенсію	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-3e9d83fd1c7fb3445500	retreat	noun	C1	відступ	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8e4c7fdab2a371068a91	retreat	verb	C1	відступати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1d1c7f32d3feeeaa1f7b	retrieve	verb	C1	отримувати; повертати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-e5c257cc77ac4a08ef80	revelation	noun	C1	одкровення; викриття	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-403a262123ef7179b6c7	revenge	noun	C1	помста	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-a3bdd3de0b78cccadf30	revenue	noun	B2	дохід	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d9e41e62104e2e2c56ee	reverse	adjective	C1	зворотний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5c13445451c35b3fdf6e	reverse	noun	C1	зворотний бік	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-09672226d1b64a0b6aa3	reverse	verb	C1	скасовувати; розвертати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-2c5234bac76339e1dcfd	revision	noun	B2	перегляд; редакція	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5b2ae027f51366bee7c7	revival	noun	C1	відродження	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-9bd54337e6ebc0e55b60	revive	verb	C1	відроджувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-aaf930aa90cdde500437	revolutionary	adjective	C1	революційний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-254ebaaf358609011d07	rhetoric	noun	C1	риторика	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-973224264c14dee0ed22	ridiculous	adjective	B2	безглуздий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-40b2c9b77830c900da18	rifle	noun	C1	гвинтівка	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-43dead8e818487401b8c	riot	noun	C1	заворушення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-cea8cee4e720619285f1	rip	verb	C1	рвати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0a7089aeca671246d9d4	risky	adjective	B2	ризикований	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-623d5a0eb34670f915a1	ritual	noun	C1	ритуал	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0c88c4e63156b3a83e3b	rival	adjective	B2	конкуруючий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-dac23ee9598106867c47	rival	noun	B2	суперник	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-500fd17c9e36773f7ba3	rob	verb	B2	грабувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-c9990220c195a3899e7d	robbery	noun	B2	пограбування	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f11435c18693f1833847	robust	adjective	C1	міцний; надійний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d4fc02188ccee21bdd73	rock	verb	C1	хитати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-b7960accb9da1a3abf6f	rocket	noun	B2	ракета	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-385bd6859d1f5cd67083	rod	noun	C1	стрижень	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-c23aaa4d8bcbe8a32faf	romance	noun	B2	романтика; роман	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1208715b598e0fba7b74	rose	noun	B2	троянда	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-abc7d4c542db8e757daf	rotate	verb	C1	обертати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-2b30e3f36e7293f6ded9	rotation	noun	C1	обертання	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-2843cad9aa08f31a5848	roughly	adverb	B2	приблизно	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-c6d01d673c9b956fb8b7	ruin	noun	B2	руїна	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5df5cb77ae1681072483	ruin	verb	B2	руйнувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-864bba3e87bfdad57702	ruling	noun	C1	рішення; постанова	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4236cda79c17e2e2fd1c	rumour	noun	C1	чутка	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8d27293d75e4127e70d3	sack	verb	C1	звільняти	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4aa0b479680b11e1787d	sacred	adjective	C1	священний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-db446976af899b0bf839	sacrifice	noun	C1	жертва	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-bb788d95f9d070364e6e	sacrifice	verb	C1	жертвувати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-d497fd9a71970e5fe295	saint	noun	C1	святий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0417d4afb8b747832299	sake	noun	C1	благо; заради	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-6ae77755b68bdc591694	sanction	noun	C1	санкція	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-eae0572fec04502130f5	satisfaction	noun	B2	задоволення	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-2d0378e6f60450a4e78c	say	noun	C1	слово; право голосу	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-1b53fef53eb21569d70c	scandal	noun	B2	скандал	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ee7afd5b64a301aee7d6	scare	noun	B2	переляк	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-4380114ee2ca12fbcf96	scare	verb	B2	лякати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f89d240b3237a67d25cb	scattered	adjective	C1	розкиданий	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-ec9d25a572db338403d1	scenario	noun	B2	сценарій	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5fdb661427fb2416a77b	sceptical	adjective	C1	скептичний	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-8b3b2396f2c6ac0ac855	scholar	noun	B2	науковець	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-410a4d8064f346b81160	scholarship	noun	B2	стипендія	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-a3e2bf2714271c9afd7d	scope	noun	C1	сфера; обсяг	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f8891ee0328da0b3b79a	scratch	noun	B2	подряпина	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-f2e0ce9a5923766253d1	scratch	verb	B2	дряпати	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-5f1633f73def75e46766	screening	noun	B2	перевірка; показ	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
ox5000-0f5815bb4f9655175d9a	screw	noun	C1	гвинт	verified	USER_APPROVED_INPUT: Drive spreadsheet 13NjX7gg1iooze1HZvs4wq8E33bpWXWqalCVnqLCxvGQ
